elapsed time,timestamp,topic,value
7.670856649,1784174817.717887551,/mc/ik/joint_states.position[$right_joint_id],0.001635742175396747
7.677154729,1784174817.724185631,/mc/ik/joint_states.position[$right_joint_id],0.0016357052121149095
7.686295844,1784174817.733326746,/mc/ik/joint_states.position[$right_joint_id],0.0016357044200345748
7.696844977,1784174817.743875879,/mc/ik/joint_states.position[$right_joint_id],0.0016357044029898281
7.706991105,1784174817.754022007,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026268734
7.715310209,1784174817.762341111,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026186003
7.725506338,1784174817.772537240,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026180988
7.736506476,1784174817.783537378,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026187367
7.746660604,1784174817.793691506,/mc/ik/joint_states.position[$right_joint_id],0.001635704402618352
7.757944747,1784174817.804975649,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026187608
7.765466841,1784174817.812497743,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026189852
7.775510968,1784174817.822541870,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026182304
7.787202115,1784174817.834233017,/mc/ik/joint_states.position[$right_joint_id],0.001635704402618868
7.796150228,1784174817.843181130,/mc/ik/joint_states.position[$right_joint_id],0.001635704402618091
7.805660348,1784174817.852691250,/mc/ik/joint_states.position[$right_joint_id],0.001635704402619015
7.816220481,1784174817.863251383,/mc/ik/joint_states.position[$right_joint_id],0.0016357044026183072
7.825495598,1784174817.872526500,/mc/ik/joint_states.position[$right_joint_id],0.001635704402618941
7.836272733,1784174817.883303635,/mc/ik/joint_states.position[$right_joint_id],0.001641549031958744
7.84706987,1784174817.894100772,/mc/ik/joint_states.position[$right_joint_id],0.0016566602171959749
7.857921006,1784174817.904951908,/mc/ik/joint_states.position[$right_joint_id],0.0016828460761081129
7.865746105,1784174817.912777007,/mc/ik/joint_states.position[$right_joint_id],0.0017078930007127743
7.877998259,1784174817.925029161,/mc/ik/joint_states.position[$right_joint_id],0.0017577503618019668
